tagcategory_id,title_de,title_en,suggestion,created_by
1,Six Sigma,Six Sigma,yes,0
1,Skizzen,Skizzen,yes,0
1,Social,Social,yes,0
1,Softwaretesting,Softwaretesting,yes,0
1,Soziale Kompetenz,Soziale Kompetenz,yes,0
1,Sport,Sport,yes,0
1,Sports,Sports,yes,0
1,Sprachen,Sprachen,yes,0
1,Sprechen,Sprechen,yes,0
1,Spritzgießen,Spritzgießen,yes,0
1,SQL,SQL,yes,0
1,Startup,Startup,yes,0
1,Statistik,Statistik,yes,0
1,Stochastik,Stochastik,yes,0
1,strategisches Verkaufsmanagement,strategisches Verkaufsmanagement,yes,0
1,Streaming,Streaming,yes,0
1,Strukturiertes Denken,Strukturiertes Denken,yes,0
1,Sturkturierte Arbeitsweise,Sturkturierte Arbeitsweise,yes,0
1,Systemisches Denken,Systemisches Denken,yes,0
1,Tabellenkalkultation,Tabellenkalkultation,yes,0
1,Tanz,Tanz,yes,0
1,Targeting,Targeting,yes,0
1,Teamfähigkeit,Teamfähigkeit,yes,0
1,Teamleitung,Teamleitung,yes,0
1,Technik,Technik,yes,0
1,Technische Zeichnung,Technische Zeichnung,yes,0
1,Technologie,Technologie,yes,0
1,Telefonverkauf,Telefonverkauf,yes,0
1,Test Suite,Test Suite,yes,0
1,Testautomatisierung,Testautomatisierung,yes,0
1,Theater,Theater,yes,0
1,Thermografie,Thermografie,yes,0
1,Training,Training,yes,0
1,TYPO3,TYPO3,yes,0
1,Überzeugungsvermögen,Überzeugungsvermögen,yes,0
1,UML,UML,yes,0
1,Unix,Unix,yes,0
1,Unternehmen,Unternehmen,yes,0
1,Unternehmensberatung,Unternehmensberatung,yes,0
1,Urteilsvermögen,Urteilsvermögen,yes,0
1,Usability,Usability,yes,0
1,UX,UX,yes,0
1,Verantwortung,Verantwortung,yes,0
1,Verbände,Verbände,yes,0
1,Vereinfachen,Vereinfachen,yes,0
1,Verhandlung,Verhandlung,yes,0
1,Verhandlungsgeschick,Verhandlungsgeschick,yes,0
1,Verifikation und Validierung,Verifikation und Validierung,yes,0
1,Verkaufsmanagement,Verkaufsmanagement,yes,0
1,Vermarktung,Vermarktung,yes,0
1,Vertrieb,Vertrieb,yes,0
1,Video,Video,yes,0
