tagcategory_id,title_de,title_en,suggestion,created_by
2,Kickball,Kickball,yes,0
2,Kickboxen,Kickboxen,yes,0
2,Kiiking,Kiiking,yes,0
2,Kin-Ball,Kin-Ball,yes,0
2,Kino,Kino,yes,0
2,Kitelandboarding,Kitelandboarding,yes,0
2,Kitesurfen,Kitesurfen,yes,0
2,Klettern,Klettern,yes,0
2,Klippenspringen,Klippenspringen,yes,0
2,Klootschießen,Klootschießen,yes,0
2,Klotstockspringen,Klotstockspringen,yes,0
2,Kniebeugen,Kniebeugen,yes,0
2,Kochen,Kochen,yes,0
2,Konsole,Konsole,yes,0
2,Korbball,Korbball,yes,0
2,Korfball,Korfball,yes,0
2,Kraftdreikampf,Kraftdreikampf,yes,0
2,Kreuzheben,Kreuzheben,yes,0
2,Kubb,Kubb,yes,0
2,Kugelstoßen,Kugelstoßen,yes,0
2,Kung Fu,Kung Fu,yes,0
2,Kunst,Kunst,yes,0
2,Kunst- und Turmspringen,Kunst- und Turmspringen,yes,0
2,Kunstflug (Flugakrobatik),Kunstflug (Flugakrobatik),yes,0
2,Kunstradfahren,Kunstradfahren,yes,0
2,Kürbisweitwurf,Kürbisweitwurf,yes,0
2,Kutterpullen,Kutterpullen,yes,0
2,Ky?d?,Ky?d?,yes,0
2,Lacrosse,Lacrosse,yes,0
2,Langbold,Langbold,yes,0
2,Langstreckenlauf,Langstreckenlauf,yes,0
2,Lapta (Spiel),Lapta (Spiel),yes,0
2,Lasergame,Lasergame,yes,0
2,Lateinamerikanische Tänze,Lateinamerikanische Tänze,yes,0
2,Leichtathletik,Leichtathletik,yes,0
2,Line Dance,Line Dance,yes,0
2,Literatur,Literatur,yes,0
2,Loheland-Gymnastik,Loheland-Gymnastik,yes,0
2,Longaméta,Longaméta,yes,0
2,Luftkissen-Schlitteln,Luftkissen-Schlitteln,yes,0
2,Luta Livre,Luta Livre,yes,0
2,Maculelê,Maculelê,yes,0
2,Malen,Malen,yes,0
2,Meditation,Meditation,yes,0
2,Merkball,Merkball,yes,0
2,Mesoamerikanisches Ballspiel,Mesoamerikanisches Ballspiel,yes,0
2,Minigolf,Minigolf,yes,0
2,Mittelalter,Mittelalter,yes,0
2,Mittelstreckenlauf,Mittelstreckenlauf,yes,0
2,Mixed-Klettern,Mixed-Klettern,yes,0
2,Modellbau,Modellbau,yes,0
2,Moderne Schwertkunst,Moderne Schwertkunst,yes,0
2,Moderner Fünfkampf,Moderner Fünfkampf,yes,0
2,Mölkky,Mölkky,yes,0
2,Monoski,Monoski,yes,0
2,Motoball,Motoball,yes,0
2,Motorbootsport,Motorbootsport,yes,0
2,Motorradsport,Motorradsport,yes,0
2,Mountainbike,Mountainbike,yes,0
2,Mountainbike-Orienteering,Mountainbike-Orienteering,yes,0
2,Muay Thai,Muay Thai,yes,0
2,Mühle,Mühle,yes,0
2,Nähen,Nähen,yes,0
2,Naturbahnrodeln,Naturbahnrodeln,yes,0
2,Netball,Netball,yes,0
2,Nippers,Nippers,yes,0
2,Nordic Walking,Nordic Walking,yes,0
2,Nordische Kombination,Nordische Kombination,yes,0
2,Novuss,Novuss,yes,0
2,Oina,Oina,yes,0
2,Öl-Ringkampf,Öl-Ringkampf,yes,0
2,Oper,Oper,yes,0
2,Orientalischer Tanz,Orientalischer Tanz,yes,0
2,Orientierungslauf,Orientierungslauf,yes,0
2,Orientierungstauchen,Orientierungstauchen,yes,0
2,Paintball,Paintball,yes,0
2,Pall Mall,Pall Mall,yes,0
2,Palla eh!,Palla eh!,yes,0
2,Pankration,Pankration,yes,0
2,Parkour,Parkour,yes,0
2,Pato,Pato,yes,0
2,PC Spiele,PC Spiele,yes,0
2,Pelota,Pelota,yes,0
2,Penspinning,Penspinning,yes,0
2,Pentathlon,Pentathlon,yes,0
2,Pesäpallo,Pesäpallo,yes,0
2,Pétanque,Pétanque,yes,0
2,Pfadfinder,Pfadfinder,yes,0
2,Pferderennen,Pferderennen,yes,0
2,Pilates,Pilates,yes,0
2,Platzgen,Platzgen,yes,0
2,Playstation,Playstation,yes,0
2,Plinking,Plinking,yes,0
2,Poker,Poker,yes,0
2,Polo,Polo,yes,0
2,Polocrosse,Polocrosse,yes,0
2,Pontoniersport,Pontoniersport,yes,0
2,Poolbillard,Poolbillard,yes,0
2,Prellball,Prellball,yes,0
2,Pultstockspringen/Klotstockspringen,Pultstockspringen/Klotstockspringen,yes,0
2,Puzzle,Puzzle,yes,0
2,Racketlon,Racketlon,yes,0
2,Rackets,Rackets,yes,0
2,Racquetball,Racquetball,yes,0
2,Radball,Radball,yes,0
2,Radpolo,Radpolo,yes,0
2,Radsport,Radsport,yes,0
2,Rafting,Rafting,yes,0
2,Raketenmodellsport,Raketenmodellsport,yes,0
2,Rallye,Rallye,yes,0
2,Rasenkraftsport,Rasenkraftsport,yes,0
2,Rasenmähertreckerrennen,Rasenmähertreckerrennen,yes,0
2,Red Bull Air Race Series,Red Bull Air Race Series,yes,0
2,Reifenrodeln,Reifenrodeln,yes,0
2,Reiten,Reiten,yes,0
2,Rennrodeln,Rennrodeln,yes,0
2,Rettungssport,Rettungssport,yes,0
2,Rhönradturnen,Rhönradturnen,yes,0
2,Rhythmische Sportgymnastik,Rhythmische Sportgymnastik,yes,0
2,Ricochet,Ricochet,yes,0
2,Ringen,Ringen,yes,0
2,Ringette,Ringette,yes,0
2,Ringreiten,Ringreiten,yes,0
2,Ringtennis,Ringtennis,yes,0
2,Rinkball,Rinkball,yes,0
2,Roboterfußball,Roboterfußball,yes,0
2,Rock ’n’ Roll (Tanz),Rock ’n’ Roll (Tanz),yes,0
2,Rodeo,Rodeo,yes,0
2,Rollhockey,Rollhockey,yes,0
2,Rollkunstlauf,Rollkunstlauf,yes,0
2,Rollstuhlbasketball,Rollstuhlbasketball,yes,0
2,Rollstuhlrugby,Rollstuhlrugby,yes,0
2,Rollstuhltanz,Rollstuhltanz,yes,0
2,Roque,Roque,yes,0
2,Round Dance,Round Dance,yes,0
2,Rounders,Rounders,yes,0
2,Rudern,Rudern,yes,0
2,Rugby League,Rugby League,yes,0
2,Rugby Union,Rugby Union,yes,0
2,Rundbold,Rundbold,yes,0
2,Russisches Kegeln,Russisches Kegeln,yes,0
