tagcategory_id,title_de,title_en,suggestion,created_by
4,Abschlussarbeit,Abschlussarbeit,yes,0
4,Festanstellung,Festanstellung,yes,0
4,Nebenjob,Nebenjob,yes,0
4,Praktikum,Praktikum,yes,0
4,Projektarbeit,Projektarbeit,yes,0
4,Promotion,Promotion,yes,0
4,Teilzeit,Teilzeit,yes,0
4,Trainee,Trainee,yes,0
4,Volontariat,Volontariat,yes,0
4,Werkstudententätigkeit,Werkstudententätigkeit,yes,0
4,Selbständig,Selbständig,yes,0
